client_id,segment,invoice_amount,invoice_date,home_sales,avg_price,overnight_rate,days_to_pay,payment_date,invoice_year,invoice_month
C049,B,120165.15,2022-02-10,15000,945000,2.45,42,2022-03-24,2022,2
C051,C,141424.63,2021-12-15,13800,920000,2.45,79,2022-03-04,2021,12
C051,C,41533.47,2021-11-11,14500,915000,2.45,48,2021-12-29,2021,11
C036,C,114788.01,2020-04-15,6500,695000,2.45,72,2020-06-26,2020,4
C065,A,72444.38,2022-12-13,10000,880000,6.325,43,2023-01-25,2022,12
C008,C,117967.74,2022-08-09,11500,920000,4.7,79,2022-10-27,2022,8
C053,C,136809.92,2020-10-15,14800,730000,2.45,48,2020-12-02,2020,10
C060,B,44319.2,2020-04-25,6500,695000,2.45,47,2020-06-11,2020,4
C022,A,74472.38,2022-09-09,11000,910000,5.2625,31,2022-10-10,2022,9
C019,B,40207.32,2021-01-12,13000,820000,2.45,28,2021-02-09,2021,1
C048,B,44955.15,2020-01-01,11000,680000,3.95,34,2020-02-04,2020,1
C079,B,26224.45,2020-05-22,9000,705000,2.45,38,2020-06-29,2020,5
C075,B,71006.77,2020-08-05,14500,720000,2.45,16,2020-08-21,2020,8
C076,B,74667.43,2021-07-17,16500,895000,2.45,38,2021-08-24,2021,7
C024,B,105158.95,2021-05-17,18000,880000,2.45,39,2021-06-25,2021,5
C037,B,32007.12,2022-04-03,14500,955000,2.95,60,2022-06-02,2022,4
C063,C,64942.52,2021-11-07,14500,915000,2.45,65,2022-01-11,2021,11
C075,B,45750.92,2021-08-10,16000,900000,2.45,39,2021-09-18,2021,8
C075,B,23356.51,2022-04-28,14500,955000,2.95,34,2022-06-01,2022,4
C023,A,58461.49,2020-09-13,15000,725000,2.45,18,2020-10-01,2020,9
C009,B,103906.75,2022-05-27,13500,950000,3.2,22,2022-06-18,2022,5
C042,B,39622.96,2020-04-17,6500,695000,2.45,50,2020-06-06,2020,4
C015,A,46087.77,2021-01-18,13000,820000,2.45,25,2021-02-12,2021,1
C065,A,52413.32,2022-10-16,10800,900000,5.45,29,2022-11-14,2022,10
C012,C,93799.03,2020-04-01,6500,695000,2.45,102,2020-07-12,2020,4
C076,B,100730.5,2022-02-21,15000,945000,2.45,43,2022-04-05,2022,2
C072,A,82709.65,2020-08-20,14500,720000,2.45,16,2020-09-05,2020,8
C044,C,65474.93,2021-05-28,18000,880000,2.45,88,2021-08-24,2021,5
C003,B,74196.9,2021-10-04,15500,910000,2.45,29,2021-11-02,2021,10
C073,A,22695.95,2022-08-15,11500,920000,4.7,21,2022-09-05,2022,8
C030,A,27143.96,2022-04-03,14500,955000,2.95,24,2022-04-27,2022,4
C078,A,68562.29,2020-03-13,12000,700000,3.325,37,2020-04-19,2020,3
C056,C,81322.61,2021-02-09,14500,835000,2.45,62,2021-04-12,2021,2
C049,B,43462.84,2020-02-24,11500,690000,3.95,60,2020-04-24,2020,2
C064,B,22970.79,2022-11-22,10500,890000,5.95,55,2023-01-16,2022,11
C019,B,93631.72,2022-12-06,10000,880000,6.325,64,2023-02-08,2022,12
C025,B,54166.74,2020-08-26,14500,720000,2.45,38,2020-10-03,2020,8
C076,B,69454.06,2022-04-06,14500,955000,2.95,38,2022-05-14,2022,4
C025,B,61528.03,2022-05-04,13500,950000,3.2,44,2022-06-17,2022,5
C048,B,57192.56,2022-09-04,11000,910000,5.2625,49,2022-10-23,2022,9
C033,A,64432.89,2020-01-17,11000,680000,3.95,32,2020-02-18,2020,1
C057,A,74827.39,2020-04-13,6500,695000,2.45,22,2020-05-05,2020,4
C023,A,45128.45,2021-01-04,13000,820000,2.45,22,2021-01-26,2021,1
C054,C,138808.36,2021-07-21,16500,895000,2.45,38,2021-08-28,2021,7
C017,B,94200.94,2020-07-22,14000,715000,2.45,38,2020-08-29,2020,7
C069,A,37079.45,2020-08-17,14500,720000,2.45,13,2020-08-30,2020,8
C001,B,30049.54,2022-02-11,15000,945000,2.45,20,2022-03-03,2022,2
C027,A,33407.27,2021-06-09,17800,890000,2.45,21,2021-06-30,2021,6
C011,A,36089.11,2021-04-21,17500,865000,2.45,13,2021-05-04,2021,4
C054,C,98421.65,2020-03-15,12000,700000,3.325,82,2020-06-05,2020,3
C072,A,19218.93,2020-04-17,6500,695000,2.45,26,2020-05-13,2020,4
C068,C,68518.41,2021-03-10,17000,850000,2.45,56,2021-05-05,2021,3
C067,A,71596.12,2021-12-05,13800,920000,2.45,28,2022-01-02,2021,12
C011,A,59088.46,2022-04-18,14500,955000,2.95,18,2022-05-06,2022,4
C042,B,44677.08,2022-09-20,11000,910000,5.2625,39,2022-10-29,2022,9
C046,B,98058.27,2022-12-22,10000,880000,6.325,54,2023-02-14,2022,12
C002,C,92768.27,2020-01-13,11000,680000,3.95,76,2020-03-29,2020,1
C017,B,54555.56,2022-02-06,15000,945000,2.45,49,2022-03-27,2022,2
C033,A,25663.96,2020-05-01,9000,705000,2.45,22,2020-05-23,2020,5
C044,C,30857.3,2021-07-26,16500,895000,2.45,37,2021-09-01,2021,7
C064,B,70336.74,2020-07-20,14000,715000,2.45,48,2020-09-06,2020,7
C059,A,90000.25,2022-08-04,11500,920000,4.7,31,2022-09-04,2022,8
C028,B,74485.13,2020-07-17,14000,715000,2.45,48,2020-09-03,2020,7
C021,B,75899.96,2021-02-28,14500,835000,2.45,60,2021-04-29,2021,2
C076,B,27541.33,2020-09-23,15000,725000,2.45,30,2020-10-23,2020,9
C054,C,39454.32,2022-04-04,14500,955000,2.95,43,2022-05-17,2022,4
C039,B,50418.63,2021-02-26,14500,835000,2.45,33,2021-03-31,2021,2
C008,C,42621.71,2022-07-17,12000,930000,4.2,66,2022-09-21,2022,7
C052,B,49582.38,2022-07-12,12000,930000,4.2,47,2022-08-28,2022,7
C080,A,15159.73,2020-01-27,11000,680000,3.95,24,2020-02-20,2020,1
C020,A,72273.72,2021-07-05,16500,895000,2.45,23,2021-07-28,2021,7
C039,B,44007.03,2020-11-16,14200,735000,2.45,40,2020-12-26,2020,11
C050,A,55023.35,2022-04-07,14500,955000,2.95,15,2022-04-22,2022,4
C070,C,55489.91,2022-01-23,14000,930000,2.45,44,2022-03-08,2022,1
C054,C,45121.85,2022-02-22,15000,945000,2.45,67,2022-04-30,2022,2
C018,B,118828.71,2021-05-20,18000,880000,2.45,16,2021-06-05,2021,5
C055,B,215059.87,2021-03-18,17000,850000,2.45,31,2021-04-18,2021,3
C046,B,43632.23,2022-12-11,10000,880000,6.325,61,2023-02-10,2022,12
C022,A,38438.86,2022-05-06,13500,950000,3.2,26,2022-06-01,2022,5
C055,B,54406.02,2021-03-10,17000,850000,2.45,41,2021-04-20,2021,3
C041,A,61675.38,2022-07-27,12000,930000,4.2,24,2022-08-20,2022,7
C073,A,39707.78,2022-06-23,12500,945000,3.6,20,2022-07-13,2022,6
C069,A,27408.35,2021-07-23,16500,895000,2.45,17,2021-08-09,2021,7
C006,A,92960.96,2022-10-12,10800,900000,5.45,40,2022-11-21,2022,10
C007,A,99273.57,2021-03-03,17000,850000,2.45,26,2021-03-29,2021,3
C007,A,74519.46,2020-10-04,14800,730000,2.45,33,2020-11-06,2020,10
C051,C,75075.41,2020-07-04,14000,715000,2.45,49,2020-08-22,2020,7
C047,B,42920.58,2021-09-06,15800,905000,2.45,21,2021-09-27,2021,9
C060,B,135329.83,2022-10-25,10800,900000,5.45,57,2022-12-21,2022,10
C058,A,41274.84,2021-11-15,14500,915000,2.45,23,2021-12-08,2021,11
C056,C,74057.85,2021-07-17,16500,895000,2.45,44,2021-08-30,2021,7
C079,B,24609.41,2022-02-07,15000,945000,2.45,46,2022-03-25,2022,2
C033,A,47856.03,2020-11-22,14200,735000,2.45,15,2020-12-07,2020,11
C079,B,131922.78,2020-08-27,14500,720000,2.45,36,2020-10-02,2020,8
C066,B,54844.65,2020-03-12,12000,700000,3.325,26,2020-04-07,2020,3
C059,A,67688.64,2020-10-15,14800,730000,2.45,24,2020-11-08,2020,10
C003,B,28115.35,2020-06-26,13000,710000,2.45,32,2020-07-28,2020,6
C020,A,40200.05,2022-05-03,13500,950000,3.2,28,2022-05-31,2022,5
C073,A,88213.36,2020-12-25,13500,740000,2.45,36,2021-01-30,2020,12
C062,A,48741.12,2022-04-07,14500,955000,2.95,23,2022-04-30,2022,4
C049,B,23672.78,2022-03-16,15500,960000,2.65,40,2022-04-25,2022,3
C034,C,95308.44,2021-02-27,14500,835000,2.45,55,2021-04-23,2021,2
C062,A,63558.72,2022-06-20,12500,945000,3.6,23,2022-07-13,2022,6
C057,A,17412.78,2022-11-10,10500,890000,5.95,38,2022-12-18,2022,11
C072,A,18120.51,2021-10-27,15500,910000,2.45,33,2021-11-29,2021,10
C008,C,93920.51,2021-04-03,17500,865000,2.45,55,2021-05-28,2021,4
C059,A,34048.58,2022-10-01,10800,900000,5.45,31,2022-11-01,2022,10
C062,A,61556.32,2022-11-19,10500,890000,5.95,38,2022-12-27,2022,11
C053,C,66517.03,2021-06-10,17800,890000,2.45,78,2021-08-27,2021,6
C077,B,71229.47,2022-04-26,14500,955000,2.95,61,2022-06-26,2022,4
C049,B,32195.39,2020-04-04,6500,695000,2.45,49,2020-05-23,2020,4
C002,C,50189.85,2021-09-24,15800,905000,2.45,56,2021-11-19,2021,9
C065,A,99506.96,2021-09-18,15800,905000,2.45,19,2021-10-07,2021,9
C053,C,54970.95,2022-04-15,14500,955000,2.95,67,2022-06-21,2022,4
C016,A,68401.79,2020-03-13,12000,700000,3.325,23,2020-04-05,2020,3
C064,B,25288.99,2020-04-12,6500,695000,2.45,45,2020-05-27,2020,4
C035,C,133966.94,2021-07-03,16500,895000,2.45,60,2021-09-01,2021,7
C022,A,64225.18,2020-02-28,11500,690000,3.95,31,2020-03-30,2020,2
C056,C,95576.65,2022-10-03,10800,900000,5.45,56,2022-11-28,2022,10
C031,B,33584.39,2021-06-23,17800,890000,2.45,36,2021-07-29,2021,6
C006,A,75127.93,2022-09-14,11000,910000,5.2625,34,2022-10-18,2022,9
C005,A,57201.91,2020-03-24,12000,700000,3.325,25,2020-04-18,2020,3
C049,B,87485.11,2022-09-26,11000,910000,5.2625,60,2022-11-25,2022,9
C010,B,39457.44,2020-05-13,9000,705000,2.45,32,2020-06-14,2020,5
C079,B,34022.72,2022-09-05,11000,910000,5.2625,48,2022-10-23,2022,9
C013,C,112350.88,2021-06-10,17800,890000,2.45,69,2021-08-18,2021,6
C080,A,84831.1,2021-06-28,17800,890000,2.45,17,2021-07-15,2021,6
C025,B,26400.94,2021-10-25,15500,910000,2.45,23,2021-11-17,2021,10
C054,C,40362.85,2020-12-09,13500,740000,2.45,54,2021-02-01,2020,12
C080,A,15577.12,2022-01-26,14000,930000,2.45,18,2022-02-13,2022,1
C036,C,21205.48,2022-12-20,10000,880000,6.325,79,2023-03-09,2022,12
C006,A,42382.34,2020-12-02,13500,740000,2.45,32,2021-01-03,2020,12
C019,B,60045.6,2020-04-23,6500,695000,2.45,25,2020-05-18,2020,4
C079,B,29673.81,2022-12-13,10000,880000,6.325,55,2023-02-06,2022,12
C065,A,45267.59,2022-11-15,10500,890000,5.95,41,2022-12-26,2022,11
C071,B,70289.61,2021-07-21,16500,895000,2.45,24,2021-08-14,2021,7
C077,B,50365.23,2022-01-10,14000,930000,2.45,48,2022-02-27,2022,1
C063,C,215819.4,2022-02-05,15000,945000,2.45,49,2022-03-26,2022,2
C076,B,70196.55,2022-02-01,15000,945000,2.45,51,2022-03-24,2022,2
C043,A,52918.09,2021-04-20,17500,865000,2.45,24,2021-05-14,2021,4
C059,A,74427.4,2021-06-09,17800,890000,2.45,22,2021-07-01,2021,6
C021,B,81662.52,2021-03-20,17000,850000,2.45,38,2021-04-27,2021,3
C020,A,91572.64,2021-03-01,17000,850000,2.45,21,2021-03-22,2021,3
C010,B,29086.98,2020-03-09,12000,700000,3.325,36,2020-04-14,2020,3
C027,A,42434.81,2020-10-20,14800,730000,2.45,22,2020-11-11,2020,10
C010,B,66431.97,2020-04-09,6500,695000,2.45,34,2020-05-13,2020,4
C049,B,96072.03,2022-06-27,12500,945000,3.6,42,2022-08-08,2022,6
C045,A,49478.32,2021-10-25,15500,910000,2.45,22,2021-11-16,2021,10
C064,B,66191.35,2020-01-18,11000,680000,3.95,69,2020-03-27,2020,1
C049,B,77575.48,2020-05-09,9000,705000,2.45,52,2020-06-30,2020,5
C035,C,47180.21,2022-04-18,14500,955000,2.95,77,2022-07-04,2022,4
C027,A,33587.98,2021-04-26,17500,865000,2.45,14,2021-05-10,2021,4
C018,B,49320.01,2021-12-04,13800,920000,2.45,47,2022-01-20,2021,12
C042,B,32169.55,2022-11-25,10500,890000,5.95,60,2023-01-24,2022,11
C038,A,74885.94,2022-09-17,11000,910000,5.2625,39,2022-10-26,2022,9
C027,A,23262.08,2020-08-16,14500,720000,2.45,25,2020-09-10,2020,8
C014,A,21645.69,2021-03-02,17000,850000,2.45,26,2021-03-28,2021,3
C008,C,47232.78,2022-05-22,13500,950000,3.2,60,2022-07-21,2022,5
C046,B,59126.29,2020-12-10,13500,740000,2.45,44,2021-01-23,2020,12
C005,A,70837.25,2021-04-27,17500,865000,2.45,22,2021-05-19,2021,4
C059,A,46788.0,2021-06-02,17800,890000,2.45,25,2021-06-27,2021,6
C060,B,48693.73,2022-05-15,13500,950000,3.2,34,2022-06-18,2022,5
C040,B,18574.74,2021-11-06,14500,915000,2.45,46,2021-12-22,2021,11
C052,B,51166.72,2020-04-26,6500,695000,2.45,31,2020-05-27,2020,4
C028,B,55589.59,2020-11-26,14200,735000,2.45,36,2021-01-01,2020,11
C033,A,51256.81,2021-08-14,16000,900000,2.45,19,2021-09-02,2021,8
C063,C,64051.16,2022-11-18,10500,890000,5.95,94,2023-02-20,2022,11
C065,A,43494.82,2022-04-09,14500,955000,2.95,15,2022-04-24,2022,4
C031,B,197657.15,2020-05-04,9000,705000,2.45,44,2020-06-17,2020,5
C064,B,89950.46,2020-11-01,14200,735000,2.45,19,2020-11-20,2020,11
C045,A,21626.53,2020-10-22,14800,730000,2.45,20,2020-11-11,2020,10
C052,B,109341.06,2022-05-18,13500,950000,3.2,40,2022-06-27,2022,5
C040,B,26217.53,2021-03-23,17000,850000,2.45,15,2021-04-07,2021,3
C041,A,53893.15,2021-02-22,14500,835000,2.45,25,2021-03-19,2021,2
C070,C,198623.17,2020-04-06,6500,695000,2.45,69,2020-06-14,2020,4
C037,B,65129.26,2021-08-01,16000,900000,2.45,44,2021-09-14,2021,8
C055,B,132675.14,2020-02-17,11500,690000,3.95,45,2020-04-02,2020,2
C011,A,46273.62,2021-10-17,15500,910000,2.45,27,2021-11-13,2021,10
C013,C,53622.26,2020-06-22,13000,710000,2.45,63,2020-08-24,2020,6
C013,C,46339.29,2022-03-11,15500,960000,2.65,63,2022-05-13,2022,3
C037,B,30080.07,2020-12-10,13500,740000,2.45,53,2021-02-01,2020,12
C050,A,25384.23,2021-08-12,16000,900000,2.45,21,2021-09-02,2021,8
C023,A,150725.79,2022-05-17,13500,950000,3.2,28,2022-06-14,2022,5
C053,C,108134.82,2022-02-16,15000,945000,2.45,51,2022-04-08,2022,2
C075,B,64987.86,2020-07-25,14000,715000,2.45,26,2020-08-20,2020,7
C077,B,32036.27,2021-03-10,17000,850000,2.45,30,2021-04-09,2021,3
C076,B,67111.54,2021-04-06,17500,865000,2.45,41,2021-05-17,2021,4
C023,A,154861.47,2021-04-23,17500,865000,2.45,26,2021-05-19,2021,4
C058,A,37779.97,2021-05-19,18000,880000,2.45,30,2021-06-18,2021,5
C007,A,47366.64,2022-04-22,14500,955000,2.95,20,2022-05-12,2022,4
C005,A,117375.48,2020-07-28,14000,715000,2.45,23,2020-08-20,2020,7
C057,A,10560.09,2021-02-13,14500,835000,2.45,16,2021-03-01,2021,2
C035,C,37646.29,2021-01-01,13000,820000,2.45,68,2021-03-10,2021,1
C016,A,65809.76,2022-08-17,11500,920000,4.7,28,2022-09-14,2022,8
C022,A,126191.35,2022-10-17,10800,900000,5.45,41,2022-11-27,2022,10
C051,C,99933.28,2022-11-07,10500,890000,5.95,65,2023-01-11,2022,11
C002,C,74548.41,2021-04-09,17500,865000,2.45,41,2021-05-20,2021,4
C033,A,50574.77,2020-08-25,14500,720000,2.45,19,2020-09-13,2020,8
C067,A,38345.53,2021-10-23,15500,910000,2.45,25,2021-11-17,2021,10
C036,C,42738.74,2022-06-25,12500,945000,3.6,59,2022-08-23,2022,6
C042,B,118171.87,2021-02-26,14500,835000,2.45,23,2021-03-21,2021,2
C011,A,46656.39,2020-05-04,9000,705000,2.45,25,2020-05-29,2020,5
C023,A,51808.63,2020-04-25,6500,695000,2.45,28,2020-05-23,2020,4
C051,C,32906.11,2022-05-27,13500,950000,3.2,78,2022-08-13,2022,5
C077,B,30394.29,2021-11-14,14500,915000,2.45,46,2021-12-30,2021,11
C080,A,11233.88,2022-05-15,13500,950000,3.2,37,2022-06-21,2022,5
C027,A,25706.31,2020-11-17,14200,735000,2.45,23,2020-12-10,2020,11
C031,B,50032.88,2022-01-26,14000,930000,2.45,49,2022-03-16,2022,1
C066,B,64630.51,2021-11-02,14500,915000,2.45,20,2021-11-22,2021,11
C035,C,105913.56,2022-11-23,10500,890000,5.95,82,2023-02-13,2022,11
C073,A,73729.6,2020-04-10,6500,695000,2.45,19,2020-04-29,2020,4
C005,A,85609.58,2022-01-19,14000,930000,2.45,28,2022-02-16,2022,1
C002,C,51698.06,2022-11-11,10500,890000,5.95,61,2023-01-11,2022,11
C079,B,71010.07,2020-02-05,11500,690000,3.95,44,2020-03-20,2020,2
C011,A,45823.49,2022-02-23,15000,945000,2.45,14,2022-03-09,2022,2
C020,A,53449.1,2020-12-02,13500,740000,2.45,28,2020-12-30,2020,12
C077,B,47013.64,2022-01-09,14000,930000,2.45,27,2022-02-05,2022,1
C049,B,89607.53,2020-10-26,14800,730000,2.45,29,2020-11-24,2020,10
C016,A,43063.45,2021-10-20,15500,910000,2.45,22,2021-11-11,2021,10
C057,A,27511.15,2022-05-24,13500,950000,3.2,23,2022-06-16,2022,5
C079,B,53423.67,2022-01-11,14000,930000,2.45,58,2022-03-10,2022,1
C073,A,47814.44,2020-11-01,14200,735000,2.45,26,2020-11-27,2020,11
C006,A,43213.87,2020-04-13,6500,695000,2.45,22,2020-05-05,2020,4
C011,A,37724.42,2022-02-04,15000,945000,2.45,19,2022-02-23,2022,2
C078,A,40047.95,2020-08-27,14500,720000,2.45,27,2020-09-23,2020,8
C005,A,27407.88,2021-06-21,17800,890000,2.45,15,2021-07-06,2021,6
C024,B,70715.51,2020-10-28,14800,730000,2.45,42,2020-12-09,2020,10
C010,B,68303.09,2020-01-20,11000,680000,3.95,59,2020-03-19,2020,1
C067,A,112495.29,2021-01-21,13000,820000,2.45,28,2021-02-18,2021,1
C060,B,55521.74,2020-11-24,14200,735000,2.45,34,2020-12-28,2020,11
C076,B,27518.36,2022-03-22,15500,960000,2.65,52,2022-05-13,2022,3
C005,A,47182.36,2021-10-04,15500,910000,2.45,21,2021-10-25,2021,10
C074,C,30108.19,2021-02-23,14500,835000,2.45,65,2021-04-29,2021,2
C025,B,57449.15,2020-05-28,9000,705000,2.45,20,2020-06-17,2020,5
C022,A,27983.34,2021-09-13,15800,905000,2.45,23,2021-10-06,2021,9
C059,A,45457.49,2020-02-14,11500,690000,3.95,31,2020-03-16,2020,2
C046,B,114994.18,2020-06-17,13000,710000,2.45,32,2020-07-19,2020,6
C063,C,126906.24,2022-06-19,12500,945000,3.6,71,2022-08-29,2022,6
C005,A,65796.56,2020-02-24,11500,690000,3.95,23,2020-03-18,2020,2
C043,A,96870.58,2020-02-17,11500,690000,3.95,31,2020-03-19,2020,2
C052,B,50461.31,2020-02-02,11500,690000,3.95,30,2020-03-03,2020,2
C071,B,44751.59,2022-09-13,11000,910000,5.2625,48,2022-10-31,2022,9
C064,B,52887.21,2021-07-06,16500,895000,2.45,24,2021-07-30,2021,7
C044,C,44380.25,2020-06-25,13000,710000,2.45,29,2020-07-24,2020,6
C077,B,75428.11,2020-08-27,14500,720000,2.45,43,2020-10-09,2020,8
C041,A,63145.3,2022-12-25,10000,880000,6.325,46,2023-02-09,2022,12
C019,B,28662.55,2020-04-21,6500,695000,2.45,52,2020-06-12,2020,4
C042,B,36905.5,2020-07-22,14000,715000,2.45,18,2020-08-09,2020,7
C033,A,73848.48,2021-02-24,14500,835000,2.45,18,2021-03-14,2021,2
C055,B,79159.45,2021-04-08,17500,865000,2.45,21,2021-04-29,2021,4
C009,B,52406.57,2022-02-26,15000,945000,2.45,23,2022-03-21,2022,2
C002,C,32229.15,2022-04-07,14500,955000,2.95,21,2022-04-28,2022,4
C059,A,126194.6,2022-07-17,12000,930000,4.2,32,2022-08-18,2022,7
C012,C,69438.16,2021-01-09,13000,820000,2.45,57,2021-03-07,2021,1
C009,B,29665.15,2020-04-09,6500,695000,2.45,33,2020-05-12,2020,4
C028,B,47151.14,2020-01-03,11000,680000,3.95,44,2020-02-16,2020,1
C076,B,70418.27,2021-12-21,13800,920000,2.45,58,2022-02-17,2021,12
C031,B,52263.41,2022-05-01,13500,950000,3.2,31,2022-06-01,2022,5
C066,B,69360.01,2021-12-19,13800,920000,2.45,70,2022-02-27,2021,12
C002,C,61228.11,2020-03-11,12000,700000,3.325,103,2020-06-22,2020,3
C074,C,80269.86,2021-10-18,15500,910000,2.45,47,2021-12-04,2021,10
C048,B,136399.42,2022-04-05,14500,955000,2.95,34,2022-05-09,2022,4
C059,A,31769.04,2022-05-04,13500,950000,3.2,26,2022-05-30,2022,5
C029,B,54732.36,2020-01-10,11000,680000,3.95,44,2020-02-23,2020,1
C055,B,76623.15,2021-02-18,14500,835000,2.45,49,2021-04-08,2021,2
C041,A,79480.25,2020-07-05,14000,715000,2.45,13,2020-07-18,2020,7
C056,C,106781.28,2020-06-11,13000,710000,2.45,26,2020-07-07,2020,6
C021,B,53421.5,2021-06-14,17800,890000,2.45,32,2021-07-16,2021,6
C061,B,122504.11,2020-10-22,14800,730000,2.45,45,2020-12-06,2020,10
C075,B,58786.42,2022-09-21,11000,910000,5.2625,64,2022-11-24,2022,9
C075,B,126469.68,2021-11-15,14500,915000,2.45,22,2021-12-07,2021,11
C004,B,25855.24,2020-10-28,14800,730000,2.45,19,2020-11-16,2020,10
C077,B,73138.65,2021-08-24,16000,900000,2.45,54,2021-10-17,2021,8
C010,B,39454.61,2021-12-01,13800,920000,2.45,43,2022-01-13,2021,12
C005,A,107656.66,2020-09-28,15000,725000,2.45,18,2020-10-16,2020,9
C065,A,14569.81,2020-12-08,13500,740000,2.45,26,2021-01-03,2020,12
C032,A,96821.85,2020-07-11,14000,715000,2.45,18,2020-07-29,2020,7
C051,C,93238.36,2022-04-04,14500,955000,2.95,73,2022-06-16,2022,4
C031,B,91825.4,2022-12-28,10000,880000,6.325,58,2023-02-24,2022,12
C062,A,40845.59,2021-04-19,17500,865000,2.45,19,2021-05-08,2021,4
C074,C,59837.06,2020-02-14,11500,690000,3.95,61,2020-04-15,2020,2
C027,A,12524.79,2021-06-13,17800,890000,2.45,20,2021-07-03,2021,6
C019,B,69858.28,2020-11-14,14200,735000,2.45,46,2020-12-30,2020,11
C046,B,39515.18,2022-05-05,13500,950000,3.2,35,2022-06-09,2022,5
C019,B,75717.44,2020-10-18,14800,730000,2.45,38,2020-11-25,2020,10
C046,B,85438.29,2021-04-11,17500,865000,2.45,35,2021-05-16,2021,4
C004,B,90298.79,2022-06-07,12500,945000,3.6,51,2022-07-28,2022,6
C012,C,161395.9,2021-04-24,17500,865000,2.45,40,2021-06-03,2021,4
C010,B,29432.76,2021-12-23,13800,920000,2.45,31,2022-01-23,2021,12
C048,B,49357.0,2020-04-09,6500,695000,2.45,46,2020-05-25,2020,4
C076,B,47121.37,2020-09-26,15000,725000,2.45,38,2020-11-03,2020,9
C021,B,49258.75,2020-05-26,9000,705000,2.45,22,2020-06-17,2020,5
C049,B,122585.51,2021-02-02,14500,835000,2.45,45,2021-03-19,2021,2
C066,B,60344.23,2022-01-16,14000,930000,2.45,31,2022-02-16,2022,1
C013,C,49436.6,2021-11-18,14500,915000,2.45,76,2022-02-02,2021,11
C032,A,48618.01,2021-05-12,18000,880000,2.45,17,2021-05-29,2021,5
C067,A,52982.4,2020-03-14,12000,700000,3.325,18,2020-04-01,2020,3
C002,C,20959.21,2022-05-24,13500,950000,3.2,57,2022-07-20,2022,5
C008,C,303173.65,2022-08-11,11500,920000,4.7,68,2022-10-18,2022,8
C045,A,32313.42,2020-02-27,11500,690000,3.95,22,2020-03-20,2020,2
C035,C,66419.89,2020-11-17,14200,735000,2.45,67,2021-01-23,2020,11
C066,B,78026.05,2020-06-28,13000,710000,2.45,35,2020-08-02,2020,6
C033,A,19623.14,2022-12-01,10000,880000,6.325,42,2023-01-12,2022,12
C071,B,45044.16,2020-12-28,13500,740000,2.45,51,2021-02-17,2020,12
C023,A,96907.23,2020-04-17,6500,695000,2.45,32,2020-05-19,2020,4
C044,C,53844.1,2021-08-01,16000,900000,2.45,56,2021-09-26,2021,8
C074,C,61622.64,2020-02-02,11500,690000,3.95,71,2020-04-13,2020,2
C060,B,57663.22,2021-07-12,16500,895000,2.45,44,2021-08-25,2021,7
C031,B,92106.91,2021-09-17,15800,905000,2.45,38,2021-10-25,2021,9
C036,C,106438.63,2021-12-06,13800,920000,2.45,72,2022-02-16,2021,12
C071,B,56496.15,2020-07-14,14000,715000,2.45,31,2020-08-14,2020,7
C008,C,87181.05,2020-03-13,12000,700000,3.325,64,2020-05-16,2020,3
C075,B,20709.05,2022-10-28,10800,900000,5.45,34,2022-12-01,2022,10
C002,C,101951.27,2021-07-12,16500,895000,2.45,51,2021-09-01,2021,7
C060,B,141332.73,2021-08-02,16000,900000,2.45,46,2021-09-17,2021,8
C039,B,94165.24,2020-03-11,12000,700000,3.325,48,2020-04-28,2020,3
C047,B,67606.21,2020-06-11,13000,710000,2.45,22,2020-07-03,2020,6
C050,A,28411.19,2021-01-23,13000,820000,2.45,28,2021-02-20,2021,1
C028,B,101437.45,2021-08-11,16000,900000,2.45,32,2021-09-12,2021,8
C060,B,115005.37,2021-09-23,15800,905000,2.45,38,2021-10-31,2021,9
C062,A,37101.1,2022-11-20,10500,890000,5.95,43,2023-01-02,2022,11
C070,C,27485.67,2022-06-21,12500,945000,3.6,56,2022-08-16,2022,6
C027,A,59390.03,2022-05-15,13500,950000,3.2,24,2022-06-08,2022,5
C076,B,41497.89,2021-07-09,16500,895000,2.45,22,2021-07-31,2021,7
C031,B,34548.46,2020-08-28,14500,720000,2.45,42,2020-10-09,2020,8
C026,B,74879.65,2021-10-01,15500,910000,2.45,40,2021-11-10,2021,10
C075,B,94618.37,2022-06-27,12500,945000,3.6,51,2022-08-17,2022,6
C017,B,95565.48,2021-04-22,17500,865000,2.45,54,2021-06-15,2021,4
C003,B,43038.08,2021-11-24,14500,915000,2.45,38,2022-01-01,2021,11
C031,B,47970.33,2020-03-07,12000,700000,3.325,37,2020-04-13,2020,3
C019,B,81102.97,2022-05-19,13500,950000,3.2,56,2022-07-14,2022,5
C080,A,41209.55,2021-04-10,17500,865000,2.45,20,2021-04-30,2021,4
C055,B,79435.96,2020-07-19,14000,715000,2.45,25,2020-08-13,2020,7
C051,C,79493.07,2021-01-22,13000,820000,2.45,50,2021-03-13,2021,1
C027,A,65971.0,2021-01-25,13000,820000,2.45,21,2021-02-15,2021,1
C075,B,66997.59,2021-10-07,15500,910000,2.45,37,2021-11-13,2021,10
C063,C,149249.95,2020-11-05,14200,735000,2.45,72,2021-01-16,2020,11
C032,A,80952.55,2021-03-13,17000,850000,2.45,21,2021-04-03,2021,3
C054,C,48747.76,2020-03-18,12000,700000,3.325,81,2020-06-07,2020,3
